Student ID,Student Name,Gender,Birthday,Social ID,Main Class,Password
20127100,Nguyen Van Bao,Male,5/11/2002,6.61988E+11,20CLC01,12345678
20127952,Tran Thi Mai,Female,18/7/2002,3.5039E+11,20CLC01,12345678
20127880,Le Van Minh,Male,23/4/2002,7.73986E+11,20CLC01,12345678
20127433,Pham Thanh Huong,Female,9/9/2002,8.1347E+11,20CLC01,12345678
20127187,Hoang Tuan Anh,Male,13/2/2002,6.11225E+11,20CLC01,12345678
20127199,Nguyen Thi Thao,Female,28/10/2002,5.41689E+11,20CLC01,12345678
20127424,Vo Quang Hieu,Male,19/6/2002,8.06074E+11,20CLC01,12345678
20127975,Do Thu Ha,Female,8/1/2002,61191080188,20CLC01,12345678
20127176,Trinh Duy Khanh,Male,14/12/2002,8.29174E+11,20CLC01,12345678
20127182,Bui Thi Lan,Female,25/3/2002,8.87707E+11,20CLC01,12345678
20127897,Luu Hoang Long,Male,6/8/2002,6.4983E+11,20CLC01,12345678
20127189,Ngo Thanh Nhan,Female,10/5/2002,7.69366E+11,20CLC01,12345678
20127857,Phan Huy Hoang,Male,7/11/2002,9.19906E+11,20CLC01,12345678
20127426,Dinh Thi Ngoc,Female,20/9/2002,6.5742E+11,20CLC01,12345678
20127373,Huynh Van Hung,Male,3/2/2002,1.1566E+11,20CLC01,12345678
20127943,Tran Ngoc Anh,Female,12/7/2002,5.65477E+11,20CLC01,12345678
20127436,Nguyen Duc Quan,Male,29/1/2002,6.59649E+11,20CLC01,12345678
20127743,Ho Van Linh,Female,17/6/2002,8.45398E+11,20CLC01,12345678
20127369,Vo Thi Mai,Male,11/4/2002,9.49638E+11,20CLC01,12345678
20127771,Le Minh Tuan,Female,2/8/2002,82111041465,20CLC01,12345678
20127765,Truong Thi Kim Loan,Male,16/12/2002,4.45472E+11,20CLC01,12345678
20127762,Nguyen Hoang Nam,Female,24/10/2002,1.38752E+11,20CLC01,12345678
20127253,Tran Thi Nga,Male,22/3/2002,6.19643E+11,20CLC01,12345678
20127386,Le Cong Trung,Female,9/7/2002,2.42095E+11,20CLC01,12345678
20127519,Pham Thi Dieu Linh,Male,5/6/2002,49096208825,20CLC01,12345678
20127529,Hoang Minh Quan,Female,21/11/2002,5.87951E+11,20CLC01,12345678
20127480,Vo Thi Thanh Truc,Male,1/2/2002,1.98797E+11,20CLC01,12345678
20127710,Do Van Hieu,Female,28/9/2002,1.76177E+11,20CLC01,12345678
20127597,Trinh Thi Thu Trang,Male,14/8/2002,8.94052E+11,20CLC01,12345678
20127588,Bui Van Cuong,Female,7/4/2002,20741294801,20CLC01,12345678
20127955,Luu Thi Hien,Male,19/1/2002,2.36358E+11,20CLC01,12345678
20127958,Ngo Duc An,Female,23/5/2002,5.35189E+11,20CLC01,12345678
20127269,Phan Thi Ngoc Anh,Male,12/10/2002,3.98894E+11,20CLC01,12345678
20127226,Dinh Van Hoa,Female,8/3/2002,1.81807E+11,20CLC01,12345678
20127675,Huynh Thi My,Male,2/9/2002,6.86808E+11,20CLC01,12345678
20127338,Tran Quang Huy,Female,11/6/2002,3.5348E+11,20CLC01,12345678
20127511,Nguyen Thi Kim Anh,Male,15/12/2002,9.3916E+11,20CLC01,12345678
20127930,Ho Van Khanh,Female,26/8/2002,8.0425E+11,20CLC01,12345678
20127206,Vo Thi Phuong Anh,Male,18/4/2002,8.32394E+11,20CLC01,12345678
20127899,Le Minh Hung,Female,3/11/2002,1.6825E+11,20CLC01,12345678
20127865,Truong Van Thanh,Male,20/7/2002,8.37369E+11,20CLC01,12345678
20127934,Nguyen Thi Bich Ngoc,Female,9/2/2002,4.02708E+11,20CLC01,12345678
20127814,Tran Van Phuc,Male,5/10/2002,6.84115E+11,20CLC01,12345678
20127522,Le Thi Thanh Tam,Female,24/6/2002,3.45104E+11,20CLC01,12345678
20127360,Pham Van Khanh,Male,13/1/2002,8.59466E+11,20CLC01,12345678
20127552,Hoang Thi Huong,Female,17/3/2002,6.35471E+11,20CLC01,12345678
20127961,Vo Van An,Male,30/11/2002,3.70975E+11,20CLC01,12345678
20127430,Do Thi Thuy Linh,Female,22/9/2002,6.27109E+11,20CLC01,12345678
20127915,Trinh Van Hien,Male,10/5/2002,3.18665E+11,20CLC01,12345678
20127533,Bui Thi Lan Anh,Female,6/7/2002,3.40394E+11,20CLC02,12345678
20127459,Luu Van Anh,Male,21/12/2002,1.36024E+11,20CLC02,12345678
20127984,Ngo Thi Ngoc Tram,Female,1/10/2002,6.00331E+11,20CLC02,12345678
20127734,Phan Van Hieu,Male,8/4/2002,2.86002E+11,20CLC02,12345678
20127314,Dinh Thi Hong,Female,18/2/2002,6.31999E+11,20CLC02,12345678
20127390,Huynh Van Minh,Male,11/8/2002,3.42365E+11,20CLC02,12345678
20127660,Tran Thi My Linh,Female,28/3/2002,2.26678E+11,20CLC02,12345678
20127688,Nguyen Van Hieu,Male,15/6/2002,3.57974E+11,20CLC02,12345678
20127441,Ho Thi Mai,Female,7/1/2002,1.53324E+11,20CLC02,12345678
20127250,Vo Van Quan,Male,25/11/2002,5.18779E+11,20CLC02,12345678
20127803,Le Thi Kim Anh,Female,3/9/2002,4.87984E+11,20CLC02,12345678
20127407,Truong Van Hung,Male,17/5/2002,2.99786E+11,20CLC02,12345678
20127645,Nguyen Thi Thanh Thao,Female,12/10/2002,6.67394E+11,20CLC02,12345678
20127835,Tran Van Dung,Male,22/7/2002,2.62407E+11,20CLC02,12345678
20127651,Le Thi Ha,Female,5/4/2002,1.02405E+11,20CLC02,12345678
20127585,Pham Van Tuan,Male,19/1/2002,5.40856E+11,20CLC02,12345678
20127725,Hoang Thi Thanh Huyen,Female,9/11/2002,16565145965,20CLC02,12345678
20127864,Vo Van Huy,Male,30/8/2002,4.39064E+11,20CLC02,12345678
20127310,Do Thi Phuong Thao,Female,14/2/2002,3.13637E+11,20CLC02,12345678
20127882,Trinh Van Thanh,Male,24/6/2002,5.45642E+11,20CLC02,12345678
20127447,Bui Thi Thanh Huong,Female,11/3/2002,6.0682E+11,20CLC02,12345678
20127921,Luu Van Minh,Male,26/10/2002,8.60821E+11,20CLC02,12345678
20127994,Ngo Thi Thu Ha,Female,6/7/2002,1.63593E+11,20CLC02,12345678
20127341,Phan Van Trung,Male,21/12/2002,1.83043E+11,20CLC02,12345678
20127435,Dinh Thi Lan Anh,Female,10/9/2002,6.0078E+11,20CLC02,12345678
20127438,Huynh Van Nam,Male,5/5/2002,7.62979E+11,20CLC02,12345678
20127906,Tran Thi Kim Ngan,Female,20/2/2002,6.07909E+11,20CLC02,12345678
20127827,Nguyen Van Anh,Male,9/8/2002,9.32648E+11,20CLC02,12345678
20127874,Ho Thi Thu Trang,Female,29/4/2002,5.57347E+11,20CLC02,12345678
20127501,Vo Van Thanh,Male,17/1/2002,5.43781E+11,20CLC02,12345678
20127813,Le Thi Ngoc Anh,Female,7/11/2002,9.60044E+11,20CLC02,12345678
20127847,Truong Van Khanh,Male,23/6/2002,9.34702E+11,20CLC02,12345678
20127677,Nguyen Thi Thu Ha,Female,12/3/2002,4.21439E+11,20CLC02,12345678
20127564,Tran Van Long,Male,27/9/2002,2.85774E+11,20CLC02,12345678
20127385,Le Thi Thu Huong,Female,18/5/2002,6.45245E+11,20CLC02,12345678
20127980,Pham Van Son,Male,4/1/2002,1.15219E+11,20CLC02,12345678
20127838,Hoang Thi Thu Hang,Female,21/10/2002,2.85907E+11,20CLC02,12345678
20127517,Vo Van Phuong,Male,14/7/2002,39040812259,20CLC02,12345678
20127327,Do Thi Bich Ngoc,Female,3/2/2002,3.90186E+11,20CLC02,12345678
20127947,Trinh Van Hieu,Male,11/11/2002,9.42391E+11,20CLC02,12345678
20127563,Bui Thi Thanh Thao,Female,28/8/2002,1.41002E+11,20CLC02,12345678
20127795,Luu Van Hien,Male,9/4/2002,3.51938E+11,20CLC02,12345678
20127925,Ngo Thi Thu Hang,Female,23/1/2002,2.10683E+11,20CLC02,12345678
20127768,Phan Van An,Male,6/6/2002,6.55556E+11,20CLC02,12345678
20127842,Dinh Thi Thanh Huyen,Female,16/12/2002,77015118316,20CLC02,12345678
20127612,Huynh Van Thanh,Male,2/10/2002,5.33474E+11,20CLC02,12345678
20127405,Tran Thi Mai Anh,Female,15/5/2002,48817364335,20CLC02,12345678
20127999,Nguyen Van Hoang,Male,10/2/2002,7.82005E+11,20CLC02,12345678
20127482,Ho Thi Bich Ngoc,Female,26/8/2002,8.83825E+11,20CLC02,12345678
20127246,Vo Van Hoa,Female,19/3/2002,2.57697E+11,20CLC02,12345678
20127657,Le Thi Thuy Trang,Male,7/11/2002,18396825604,20CLC03,12345678
20127255,Truong Van Anh,Male,27/6/2002,5.07676E+11,20CLC03,12345678
20127566,Nguyen Thi Kim Anh,Female,12/4/2002,2.13854E+11,20CLC03,12345678
20127938,Tran Van Hieu,Male,8/1/2002,6.38871E+11,20CLC03,12345678
20127726,Le Thi Bich Ngoc,Female,22/9/2002,3.87258E+11,20CLC03,12345678
20127611,Pham Van Hoang,Male,4/5/2002,62632141346,20CLC03,12345678
20127618,Hoang Thi Thu Ha,Female,29/1/2002,2.81772E+11,20CLC03,12345678
20127202,Vo Van Hieu,Male,11/8/2002,5.99718E+11,20CLC03,12345678
20127467,Do Thi Mai Anh,Female,3/3/2002,4.49567E+11,20CLC03,12345678
